rank,score,team_name,kaggle_usernames,last_submission,submission_count
2804,872.3,"Bhaisaab_thoda",mrigshira,2026-08-25 00:19:58,2
2805,871.1,"Abhi Kumar Agrawal",abhikumaragrawal,2026-08-18 09:52:24,2
2806,870.6,"S. B.",aughra,2026-08-24 18:53:46,2
2807,870.5,"B0RN2BL0W0UT",kadenmansur,2026-08-08 19:10:45,2
2808,870.4,"Tesla1AC",mathornton,2026-08-08 08:18:09,2
2809,869.9,"huayang sun",okami001,2026-08-24 04:38:41,2
2810,869.5,"Rohan Jain",rohanjain2312,2026-08-17 20:26:14,2
2811,869.5,"LUCKY2",carolezountangni,2026-08-23 11:25:37,2
2812,869.4,"prospers",prospers,2026-08-12 10:00:34,2
2813,869.0,"Julian",mob404,2026-08-25 03:32:28,1
2814,868.1,"nasubiman",yousukenakamura,2026-08-01 16:20:44,2
2815,868.0,"shichi",shichi,2026-08-11 12:47:35,2
2816,867.8,"izack2666",izack2666,2026-08-07 14:41:10,2
2817,867.6,"Ege Güvener",egegvener,2026-08-15 22:55:16,2
2818,867.3,"Khalid Bin Hethlain",khalidbinhethlain,2026-08-24 20:06:44,2
2819,867.3,"Nathan Thor",devofpie,2026-08-11 15:09:57,2
2820,865.9,"ayutin tin",ayutintin,2026-08-14 07:48:31,2
2821,865.3,"Neural",kevinkoza,2026-08-19 20:37:16,2
2822,865.3,"(´･_･`)",tanakh,2026-08-16 07:14:53,2
2823,865.2,"Soulwood",soulwood,2026-08-12 03:19:57,2
2824,864.8,"Omer Rehman",omerrehman97,2026-08-21 02:27:31,2
2825,863.9,"Varshith K",var3604,2026-08-25 04:08:29,2
2826,862.6,"Matthew Huang",matthewwh,2026-08-16 23:25:45,2
2827,862.6,"derek_kuang0213",derekkuang0213,2026-08-22 10:33:21,2
2828,862.2,"JohnBlake",jaybeeja,2026-08-25 04:01:37,2
2829,862.2,"Yihan Guo",yihanguo,2026-08-18 17:51:53,2
2830,861.6,"rooklift",rooklift,2026-08-16 06:27:36,2
2831,861.4,"Yuta Yamazaki",yamayuu18,2026-08-24 22:21:44,2
2832,861.4,"Yunusa Hussein Adeiza",yunusahusseinadeiza,2026-08-14 22:12:49,2
2833,861.1,"Hoo Woo",hoowoo,2026-08-19 00:42:37,2
2834,860.2,"yamashu",yamashuuu,2026-08-14 09:55:48,2
2835,860.2,"tawashi",tawashi,2026-08-13 06:51:45,2
2836,859.0,"Noobykiller16",noobykiller16,2026-08-15 06:08:27,2
2837,858.5,"Harshpreet Singh",harshpreet931,2026-08-06 10:32:51,2
2838,857.8,"CherylStoned",cherylstoned,2026-08-11 22:53:28,2
2839,857.6,"Pavel Kazlou",paulik,2026-08-24 14:14:15,2
2840,857.5,"BJFC",harshithharithsa,svsumanth,2026-08-16 09:15:05,2
2841,857.4,"Viraj Bakshi",virajbakshi,2026-08-08 18:50:11,2
2842,857.0,"Yang Zong-Yu phD",yangzongyuphd,2026-08-24 09:32:38,2
2843,856.9,"Kangqiao LIU",kangqiaoliu,2026-08-18 07:44:55,2
2844,856.4,"Zhengxu Yu",zhengxuyu,2026-08-25 02:32:23,2
2845,855.7,"gytdrop",kartikeyrajbhar,shaikaktharali,2026-08-14 12:47:28,2
2846,855.6,"REBEL_K",rebelk,2026-08-23 14:39:34,2
2847,854.1,"Lissandra Kruse Fuganti",lissandrakruse,2026-08-20 12:43:02,2
2848,853.8,"victor souza",victorcaio,2026-08-09 17:07:51,2
2849,853.7,"stathis maurog",stathismaurog,2026-08-24 10:35:25,2
2850,852.4,"Axel Ahmer",blondie1,2026-08-24 02:53:07,2
2851,852.3,"Lemmes Yad",austinsemmel,jonallday,2026-08-09 04:37:37,2
2852,852.1,"JairSanchez151270",jairsanchez151270,2026-08-11 16:30:55,2
2853,850.4,"WarRusher",warrusher,2026-08-12 04:25:46,2
2854,849.8,"Juanma Serrano",juanmaserrano,2026-08-23 15:49:31,2
2855,849.8,"Mk26",manishk26,mans31,2026-08-08 16:14:21,2
2856,848.4,"PatWid",patwid,2026-08-18 17:17:20,2
2857,848.1,"Aftxb",aftxb07,2026-08-11 14:58:08,2
2858,848.0,"Ramesh Arvind",rameshln,2026-08-24 09:33:38,2
2859,847.8,"Closed Loop",hobbisttech,2026-08-19 03:24:48,2
2860,846.9,"Tiandong Wang",condone,2026-08-19 11:45:32,1
2861,846.7,"Meet Parekh",meetparekh1,2026-08-19 10:31:09,2
2862,846.2,"DEMON JI",demonji04,2026-08-14 15:02:11,2
2863,845.5,"Jackson Sauls",jacksonsauls,2026-08-24 19:30:24,2
2864,845.5,"Akshay V",akshayv1001,2026-08-21 04:01:22,2
2865,845.0,"Pratik Singh",pratikks11,2026-08-11 11:34:48,2
2866,844.6,"Sarvesh Nikas",sarveshnikas,2026-08-13 06:50:00,2
2867,843.8,"KucingGanteng",dhiyaussalam,2026-08-20 12:49:29,2
2868,843.2,"BONPU👨‍🌾",shin9915,syamoji141chan,2026-08-12 04:59:48,2
2869,842.4,"EricYang03",ericyang03,2026-08-13 15:49:11,2
2870,842.3,"Prince Special",temitayogbolahan,2026-08-24 13:33:52,2
2871,841.9,"changwei shi",changweishi,2026-08-18 02:45:47,2
2872,841.8,"June_mk",jungoto,2026-08-24 02:06:21,2
2873,841.8,"Louis @ tradeInsight.ai",louisquart,2026-08-21 15:18:11,2
2874,841.7,"ArtFix",artfix,2026-08-11 00:51:09,2
2875,840.5,"Panagiotis Charalabopoulos",panagiotischaral,2026-08-24 21:42:21,2
2876,840.4,"Dev Rath",devbratrath,2026-08-20 09:01:34,2
2877,840.4,"Rohan L",rohanlopes,2026-08-25 04:59:20,2
2878,840.3,"Otter Vibe",gyuminsong,2026-08-25 04:20:34,2
2879,839.6,"Mehmet Özer",ozermehmet,2026-08-01 16:51:55,2
2880,839.4,"Michał Łapiński",michaapiski,2026-08-23 17:28:08,2
2881,838.7,"Evgeniya Dmitrieva",evgeniyadm,2026-08-01 11:48:30,1
2882,835.7,"Yash Katiyar",yashkatiyar409,2026-08-08 20:17:05,2
2883,835.5,"Divyansh Agrawal",spartan1925,2026-08-14 06:58:46,2
2884,835.2,"TrinhDung16",trinhdung16,2026-08-15 16:23:32,2
2885,834.0,"yindujuxi",yindujuxi123,2026-08-01 10:11:35,2
2886,834.0,"Sergey Bryansky",sggpls,2026-08-24 21:07:16,2
2887,833.9,"luca fregona",lucafregona,2026-08-08 13:37:49,2
2888,833.5,"xfhdh1",xfhdh1,2026-08-08 16:06:45,2
2889,833.3,"Asuran",zkasuran,2026-08-17 07:43:54,2
2890,833.1,"Tarun Chaudhary",tarunchdev,2026-08-12 06:36:33,2
2891,832.5,"Fully Liquidated",kriskilgroe,2026-08-25 00:22:11,2
2892,832.3,"Ashutosh Ghodasara",asce09,attiraina,hashlord,2026-08-10 12:23:21,2
2893,832.2,"Aldo Rizona",aldorizona,2026-08-17 15:32:26,2
2894,832.1,"Prashant Kumar",praskr,2026-08-20 12:59:11,2
2895,831.7,"Bushel Seed",dmyung,nicholasmschwartz,2026-08-12 17:10:56,2
2896,831.6,"Farm-ops",dakotavannauker,tsho01,2026-08-06 23:27:37,2
2897,831.2,"Gerbilles Saucières",benjaminhrt30,volbox1902,2026-08-22 10:38:44,2
2898,830.8,"Cow Wizard",cowwizard321,2026-08-14 02:14:58,2
2899,830.6,"Yuxuan Du",yxdu01,2026-08-24 04:36:06,2
2900,830.5,"Adil Khabibullin",adilkhabibullin,2026-08-04 15:54:11,2
2901,830.3,"SIDHAARTH SHREE",sidhaarthshree,2026-08-19 15:03:55,2
2902,829.9,"Ayodeji Adesegun",ayodejiadesegun,2026-08-24 14:42:31,2
2903,829.2,"aldoktvns",alrette,2026-08-04 15:51:08,2
2904,828.5,"Arjun Vinod",arjun0014,2026-08-21 01:00:30,2
2905,828.4,"JackyFan123",jackyfan123,2026-08-01 15:22:04,2
2906,828.2,"HandsOffMyBigMelons",scrattle,2026-08-13 22:00:12,2
2907,828.0,"CocoTeam",albaasca,ceemeese,2026-08-18 14:22:45,2
2908,827.7,"Zhian Wei",zh1anwe1,2026-08-19 09:51:54,2
2909,826.9,"fuxi",padyue,pytorch5009asd,2026-08-16 07:53:46,2
2910,826.8,"D S S Kumar",satrusskumar,2026-08-10 03:22:55,2
2911,826.8,"AdamJonesJohnson",adamjonesjohnson,2026-08-23 11:53:03,2
2912,826.7,"JacobKooi",jacobkooi,2026-08-10 09:16:35,2
2913,825.9,"Vidushiii",vidushianand09,2026-08-10 12:25:42,2
2914,825.9,"Linda Liu",lpoint,2026-08-25 03:21:49,2
2915,825.9,"hansama.qht",hansamaqht,2026-08-25 02:44:10,2
2916,825.6,"FunnyBishop",funnybishop,2026-08-16 03:19:24,2
2917,824.8,"Katasonov Evgeny",katasonoveugene,2026-08-23 22:59:52,1
2918,824.7,"Yuan800",yuan800,2026-08-25 05:27:31,2
2919,824.5,"Hem Viramgama",hemviramgama,2026-08-21 00:34:48,2
2920,823.7,"xixi",huangcarry26,2026-08-01 09:51:45,2
2921,823.4,"jenninglim",jenningl,2026-08-23 08:38:47,2
2922,823.2,"AravindLochan",aravindlochan,2026-08-17 10:29:21,2
2923,823.2,"edwinis",edwinis,2026-08-24 14:30:02,2
2924,822.8,"KHuShIMaHajan",bymista4578,2026-08-21 18:55:05,2
2925,822.5,"Lucas Ferreira",lucasdeoferreira,2026-08-11 18:20:43,2
2926,821.4,"yoikoarmor",yoikoarmor,2026-08-09 07:01:44,2
2927,821.0,"KKS",sachisgod,2026-08-08 07:36:03,2
2928,821.0,"epigene",nadhu59648,2026-08-02 10:14:52,2
2929,820.9,"Andrey Aristov",andreyaristov,2026-08-10 22:02:24,2
2930,820.8,"zhenglu wen",zhengluwen,2026-08-24 15:29:47,2
2931,820.5,"googunmo",googunmo,2026-08-08 01:13:58,2
2932,820.0,"Naveen Venu Bagadi",naveenvenubagadi,2026-08-24 04:41:02,2
2933,819.6,"Vân Nguyễn",vunnguyen,2026-08-18 05:37:03,2
2934,819.1,"Samuel Kurabachew",samuelkurabachew,2026-08-24 04:13:22,2
2935,818.7,"Aditya Bharadwaj",adityabharadwaj26,2026-08-20 10:02:32,2
2936,818.5,"nobody",rajesh1729,2026-08-13 14:48:45,2
2937,818.5,"Unkn0wn",harnadshilpa,nagendraadisesha,2026-08-24 23:24:39,2
2938,818.3,"Munal Singh",munalsingh,2026-08-24 17:58:08,2
2939,818.2,"DC",choudahchiun,2026-08-19 17:34:02,2
2940,817.5,"RaghavMundhra1",raghavmundhra1,2026-08-24 00:36:28,2
2941,816.9,"payoon",payoon1234,2026-08-07 08:24:05,2
2942,816.5,"Simon Dorcas",simondorcas,2026-08-19 15:14:36,1
2943,816.4,"shr Wei",shrwei,2026-08-12 02:09:40,2
2944,815.9,"Adarsh Samanu",adarshsamanu,2026-08-20 00:01:33,2
2945,815.0,"gabrielep09",gabrielep09,2026-08-11 01:52:41,2
2946,814.9,"Thirst",wahidakram,2026-08-25 05:16:27,2
2947,814.8,"Mr.S hanakosan",earlgreytea15,2026-08-09 00:31:34,2
2948,814.7,"JKong",kmt2001,2026-08-22 01:40:01,2
2949,814.7,"onepunch999",onepunch999,2026-08-01 07:30:37,2
2950,814.7,"astro",mayursamrutwar,2026-08-20 20:49:49,2
2951,814.6,"Thomas #2",tommurakami,2026-08-25 04:25:39,2
2952,814.5,"Nikunj Pahwa",nikunjpahwa,2026-08-15 20:04:36,2
2953,814.4,"QSS Technosoft AI Team",kunalthedev,nishantkumarabes,prathamydvv,prishagdev,shreyakchakraborty,2026-08-05 07:47:00,2
2954,814.0,"(ノ◡ <)",nawfeelrahman1124444,2026-08-17 05:00:19,2
2955,813.8,"KOTHAPALLI DILEEP",kothapallidileep,2026-08-10 12:06:14,2
2956,813.8,"Tong Jing Yen",tongjingyen,2026-08-24 07:27:01,2
2957,813.3,"Paul Pawletta",paulpawletta,2026-08-24 19:52:59,2
2958,813.2,"cobrapigeon",cobrapigeon,2026-08-20 18:43:25,2
2959,813.1,"Oğuz Karabulut",ouzkarabulut,2026-08-23 05:10:26,2
2960,813.0,"protoLabs.studio",protolabsstudio,2026-08-06 18:39:50,2
2961,812.9,"Thái Phạm Công",thaipc,2026-08-05 03:59:47,2
2962,812.7,"Yermak Petro",yermakpetro,2026-08-24 17:54:18,2
2963,812.4,"StevenYuan7788",stevenyuan7788,2026-08-17 17:38:44,2
2964,812.3,"bali rasem",balirasem,2026-08-07 16:15:13,2
2965,812.1,"Team Amboss",alexphilippi,2026-08-24 05:57:57,2
2966,811.8,"Ademola Arigbabuwo",princedemo,2026-08-11 00:30:09,2
2967,811.5,"romin_123",romin123,2026-08-14 01:25:19,2
2968,811.3,"The Croptimiser",driessmit1,2026-08-06 05:07:52,1
2969,811.3,"Hira Norm",hiranorm,2026-08-08 07:32:06,2
2970,811.3,"MugaBros",drrocktotpalkonwarh,monjyotid,2026-08-04 05:27:02,2
2971,810.2,"Hanserong",ronghedragon,rufus666,2026-08-24 13:27:25,2
2972,810.0,"Watary0927",watary0927,2026-08-22 23:25:11,2
2973,808.3,"uesi",uemura687,2026-08-01 12:04:04,1
2974,808.2,"Ollie Lowe2",ollielowe2,2026-08-16 16:47:01,2
2975,808.1,"mrk",matsubaratakuji,2026-08-05 09:49:44,2
2976,808.1,"Mihir Argulkar",mihirargulkar,2026-08-07 20:03:15,2
2977,807.8,"KOLONEX.NET",danielandresmiranda,2026-08-10 12:40:46,2
2978,807.5,"wintermute",siraev,2026-08-24 02:12:19,2
2979,807.4,"Fabiano Adelino",fabianoadelino,2026-08-24 23:45:56,2
2980,807.4,"Captainuknow",captainuknow,2026-08-23 14:22:05,2
2981,806.2,"Jamshid Ganiev",jamshidganiev,2026-08-19 06:03:31,2
2982,806.1,"JosephGuhlin",jguhlin,2026-08-10 08:46:16,2
2983,805.7,"H Bharath",hbharath,2026-08-09 19:10:38,2
2984,805.6,"Riki Garcia",rikigarcia,2026-08-23 01:40:40,2
2985,805.1,"Howard lin",howardlin007,2026-08-20 23:01:36,2
2986,803.8,"Stanislav Kuznetsov",drtduck,2026-08-16 12:13:34,2
2987,803.8,"Ramon van Dijk",ramonvandijk,2026-08-05 05:48:21,2
2988,803.7,"Vishnu R Mohan",vishnurmohan,2026-08-08 20:36:19,2
2989,803.5,"Francesco Zaccaria",francescozaccaria,2026-08-21 07:28:57,2
2990,803.0,"Alizen James",alizenjames,2026-08-23 18:34:30,2
2991,802.7,"philip georgiev",philipgeorgiev,2026-08-24 12:57:58,2
2992,802.2,"大山",mapodoufu,2026-08-25 01:50:26,2
2993,801.7,"A Poor Vul",praveensahukari,2026-08-16 11:03:46,2
2994,801.4,"Harry Taylor",harryphysics,2026-08-21 10:38:18,2
2995,800.4,"David Nana Kofi Ofosu-Arko",davidnanak,2026-08-05 11:04:42,2
2996,800.3,"GorillaGhost",gorillaghost,2026-08-13 23:23:10,2
2997,800.2,"Kenneth Alonso",kennethalonso,2026-08-24 20:48:10,2
2998,800.0,"SawadaTsurumai",sawadatsurumai,2026-08-24 09:48:07,2
2999,799.4,"Leonid Zaporozhets",leonidzaporozhets,2026-08-02 20:03:13,2
3000,799.0,"RUEI-HSIANG. CHANG",rueihsiangchang,2026-08-17 15:23:55,2
3001,798.9,"outwrest",outwrest,2026-08-20 18:32:12,2
3002,798.9,"Juan David Bolanos",juandavidbolanos,2026-08-13 17:06:00,2
3003,798.6,"Roland Luethy",rluethy,2026-08-24 21:48:42,2
3004,798.1,"Vespidae",ianapis,2026-08-14 03:30:03,2
3005,797.7,"jacob OKOTH O",jacobokotho,2026-08-02 05:57:05,1
3006,797.5,"Satvik R Shetty",satvikrshetty,2026-08-09 03:59:52,2
3007,797.4,"drftgy",shakedamo0w0,2026-08-24 18:04:17,2
3008,797.1,"etienne duplessix",etienneduplessix,2026-08-10 22:48:53,2
3009,796.7,"KaranjeetSingh1110",karanjeetsingh1110,2026-08-24 14:18:08,2
3010,796.6,"Toni Blanco",toniblanco,2026-08-11 13:10:45,2
3011,796.5,"JJN8825",jjn8825,2026-08-24 04:11:12,2
3012,796.5,"Ciel_ing",cieling,2026-08-23 10:03:29,2
3013,795.9,"Tristan Peng",tristanpeng,2026-08-09 17:00:48,2
3014,795.8,"Shivam Shinde",shindeshivam,2026-08-01 15:29:24,2
3015,795.0,"Prothos",vjuenemann,2026-08-23 13:44:29,2
3016,794.8,"Pedro Rezende Gomes",pedrorzgomes,2026-08-06 00:41:30,2
3017,794.4,"bachi idriss",bachiidriss,2026-08-10 15:23:30,2
3018,793.4,"Guruprasad Parasnis",guruprasadparasnis,2026-08-10 12:04:57,2
3019,793.2,"sgsuh",seukgyo,2026-08-23 13:13:16,2
3020,792.7,"Yahia717",yahia717,2026-08-20 20:48:31,2
3021,792.3,"dwdwdwsdedwd",dwdwdwsdedwd,2026-08-11 06:29:24,2
3022,792.2,"Ethan Hung",chinesegorilla99,2026-08-08 21:44:57,2
3023,791.8,"cedric stephan ",cedricstephan,2026-08-24 07:43:06,2
3024,791.6,"Mark Schatza",markschatza,2026-08-25 01:15:35,2
3025,791.3,"Hưng Trần",hungtrabiz,2026-08-18 14:55:40,2
3026,791.3,"Nicolae Drabcinski",nickdrabcinski,2026-08-17 12:09:55,1
3027,790.7,"haruo_tensai",haruotensai,2026-08-24 23:49:10,2
3028,790.5,"Shane Thivaharraja",shanethivaharraja,2026-08-25 03:09:29,2
3029,790.3,"Adrien Secondaire",adriensecondaire,2026-08-08 15:54:58,2
3030,790.2,"yaohongfu",yhfwww,2026-08-10 12:30:43,2
3031,790.1,"ahmedou sidi med",ahmedousidimed,2026-08-19 00:05:55,2
3032,790.0,"Cadence",flynnfei,2026-08-08 15:24:45,2
3033,789.8,"github/shepsci/kaggle-skill",shepscientific,2026-08-24 17:22:49,2
3034,789.8,"Marek Nurzynski",marek3000,2026-08-01 16:06:46,1
3035,789.2,"dlutwzh",dlutwzh,2026-08-08 06:48:33,2
3036,788.5,"Aniketh2k7",aniketh2k7,2026-08-10 06:02:02,2
3037,788.2,"Viet Anh Ngo ",vietngogm,2026-08-21 11:29:28,2
3038,787.8,"ghostiee11",ghostiee11,2026-08-01 01:33:25,1
3039,787.7,"Chaitanya Yadav",xhaitanya,2026-08-16 10:36:07,2
3040,787.6,"fvong",fvong35963,2026-08-18 00:34:08,2
3041,787.4,"hepialidae",hepialidae,2026-08-10 16:05:19,2
3042,786.8,"Leon",leonmyl,2026-08-09 09:00:09,2
3043,786.8,"Alex #4",alxndrvara,2026-08-24 14:42:19,1
3044,786.4,"Clement Ling",clementling,2026-08-25 03:29:30,2
3045,786.3,"anthony sinchi",anthonysinchi,2026-08-18 00:01:08,2
3046,786.2,"TeamBanzaiSL",teambanzaisl,2026-08-24 14:43:17,2
3047,786.0,"Haris Ahmed",harisahmedgenai,2026-08-14 10:08:51,2
3048,785.5,"pawaraman",pawaraman,2026-08-02 19:46:52,2
3049,784.6,"Ryan Hancock",rychanfox,2026-08-08 09:56:54,2
3050,783.6,"Firman Imam",piririp,2026-08-09 02:36:56,2
3051,782.9,"フナコシ",kokifunakoshi,2026-08-20 13:47:26,2
3052,782.4,"KartoplyanePure",danylotovp,wizardmp,2026-08-23 15:23:16,2
3053,781.8,"西松大祐",wep212,2026-08-25 00:55:41,2
3054,781.5,"Agricroporation",algionightly,kroissant7,officialabhinavsingh,2026-08-18 09:36:39,2
3055,781.4,"LGarcia10",leonardogarcia10,2026-08-17 13:17:31,2
3056,781.2,"nori8774",norimasayamamoto,2026-08-10 06:26:21,2
3057,781.0,"Facouse",facouse,2026-08-11 16:09:17,2
3058,780.7,"t3l3k3n3sis",daffafariq,hashmatzamaryali,malsabbagh05,2026-08-25 05:11:51,2
3059,780.5,"Spencer Farrand",spencerfarrand,2026-08-17 18:40:28,2
3060,779.1,"Somasundar V",somasundarv,2026-08-19 18:53:16,2
3061,779.0,"xmaster6y",xmaster6y,2026-08-20 15:50:57,2
3062,778.9,"Marisyn",marisyn,2026-08-18 18:19:19,2
3063,778.8,"Lê Khang",kobtdatten,2026-08-18 19:42:43,1
3064,778.6,"Rapha",raphaabels,2026-08-23 09:26:48,2
3065,778.3,"fred mahinay",fredmahinay,2026-08-24 23:34:48,2
3066,778.1,"josh mathers",joshmathers,2026-08-14 09:26:33,2
3067,777.8,"Oleksandr Dudnev",dantist,2026-08-14 09:45:57,2
3068,777.7,"Rashi Jain07",rashijain07,2026-08-05 17:46:37,1
3069,777.3,"Goller",goller,2026-08-18 06:32:14,2
3070,777.2,"Md.Mahfujul Karim",mdmahfujulkarim,2026-08-25 05:11:36,2
3071,776.2,"Umut Kıvanç Sipahioğlu",umutkvansipahiolu,2026-08-04 15:51:56,2
3072,774.7,"Borys Tymchenko",spsancti,2026-08-22 17:53:38,2
3073,774.5,"savoelh",savoelh,2026-08-24 21:37:39,2
3074,774.1,"ArnabKarmakar",arnabkarmakar,2026-08-25 00:05:12,2
3075,774.1,"turneja",turneja,2026-08-08 23:50:13,2
3076,774.0,"Sakito Horie",sakitohorie,2026-08-23 00:36:56,2
3077,773.2,"kai",sungwo101,2026-08-18 23:29:11,2
3078,773.1,"bruyantq",bruyantq,2026-08-23 08:52:33,2
3079,773.1,"Leo Lai",junweilai,2026-08-13 08:14:45,2
3080,773.0,"Lars Kammeijer",larskammeijer,2026-08-07 21:31:11,2
3081,772.9,"ZHANG_WuHua",zhangwuhua,2026-08-18 16:21:19,2
3082,772.8,"Rob Gonzalez",robg475,2026-08-08 14:58:43,2
3083,772.8,"Zhanghao Chen69",zhanghaochen69,2026-08-19 12:42:33,2
3084,772.7,"Raagav Anand",raagavanand,2026-08-24 15:47:06,2
3085,772.5,"Aditya109",aditya109,tathagattyger,2026-08-18 08:46:19,2
3086,772.3,"Game_khó_vkl",maruusha,2026-08-13 19:28:01,2
3087,772.1,"Jonaid",jonaidshianifar,2026-08-24 15:27:44,2
3088,772.1,"Terrence Chuwe",terrencechuwe,2026-08-03 13:32:15,2
3089,772.1,"Honkazu",janposlusny,2026-08-13 15:34:20,2
3090,771.6,"Shawn Zhang",shawnzhang0318,2026-08-21 10:18:20,2
3091,771.5,"ScriptRed",scriptred,2026-08-09 00:36:30,2
3092,771.4,"op_star_platinum",opstarplatinum,2026-08-09 17:52:52,2
3093,771.1,"Mr.NoT_GaMeR",joshdilipkumarpatel,2026-08-24 17:57:19,2
3094,771.0,"数学の山田",b612sum1,2026-08-17 07:47:40,2
3095,770.8,"Coşkun Bağrıaçık",cbagriacik,2026-08-10 00:02:25,2
3096,770.6,"Lorenzo Regalado",lregaladohdez,2026-08-21 20:29:28,2
3097,770.5,"Life Is Roblox",alexlisenko,2026-08-17 18:58:37,2
3098,770.4,"Tran Huy Hoang1312",tranhuyhoang1312,2026-08-05 01:58:39,2
3099,770.0,"Oğuz Kaan Mavice",oguzkaanmavice,2026-08-24 00:13:31,2
3100,770.0,"Ahmad Elawady",aielawady,2026-08-18 20:06:59,2
3101,769.8,"Neo_0x3f",neo0x3f,2026-08-10 21:36:56,2
3102,769.7,"Daniel Gallardo Gómez",danielgallardogmez,2026-08-07 08:17:24,2
3103,769.7,"Akshay #2",theakshay,2026-08-25 00:21:34,2
3104,769.5,"HbjaHbja",hbjahbja,2026-08-12 12:18:51,2
3105,769.4,"Jose Gibson",josegibson,2026-08-13 20:09:11,2
3106,769.2,"Anatoliy_Fomin",anatoliyfomin,2026-08-12 12:57:18,2
3107,768.6,"Kakarott 10",kakarott10,2026-08-06 09:05:43,2
3108,768.6,"Yaroslav Tanko",yaroslavtanko,2026-08-18 04:34:12,2
3109,768.5,"Sami Ali",mrsamiali,2026-08-07 00:48:33,2
3110,767.8,"Lebansty Valan",lebanstyvalan,2026-08-21 14:14:56,2
3111,767.7,"Shirish Chinchanikar",shirishchinchanikar,2026-08-23 15:36:37,2
3112,767.5,"Abhijeetgg",abhijeetgg,2026-08-12 08:53:50,2
3113,767.5,"Santhana",santhanalekshmic,2026-08-23 13:19:24,2
3114,767.3,"khan",khansolov,2026-08-02 12:18:56,2
3115,766.9,"Alexander Ulrich",alexanderulrich01,2026-08-12 19:44:20,2
3116,766.6,"DevilQ",parhamesm,samuelescarfone12,2026-08-23 22:08:52,2
3117,766.0,"Jeel Gajera",jeelog,2026-08-18 07:44:44,2
3118,765.9,"Friaseus ",friaseus,2026-08-19 19:38:59,2
3119,765.2,"yuki16",yuki16,2026-08-01 06:41:38,1
3120,765.0,"Michael van Mill",michaelvanmill,2026-08-12 09:58:40,2
3121,764.3,"ryanovovo",ryanovovo,2026-08-05 18:02:38,2
3122,764.2,"Haalandspring",haalandspring,2026-08-19 05:33:50,2
3123,764.0,"Nick Rom111",nickrom111,2026-08-24 11:55:54,2
3124,764.0,"SN",spirosnianiaras,2026-08-10 10:48:44,2
3125,763.6,"Adrian Martinez 1111",adrianmartinez1111,2026-08-12 00:52:14,2
3126,763.4,"Marcin Salaterski",marcinsalaterski,2026-08-24 23:07:31,2
3127,763.0,"CJ103CJ",cj103cj,2026-08-23 12:52:07,2
3128,762.7,"Dominick",kcinimod,2026-08-24 14:54:49,2
3129,762.7,"Accer_sz",accersz,2026-08-02 00:27:32,2
3130,762.4,"suzy su",suzysu997,2026-08-20 20:34:23,2
3131,762.0,"Siddharth Kumar Gopal",siddharthkumargopal,2026-08-14 16:35:03,2
3132,761.9,"BeyondAnalytics",radumarinion,2026-08-20 18:44:21,2
3133,761.9,"Phoebe Lin",phoebe0511,2026-08-19 06:00:49,2
3134,761.8,"Pascal Andreas",pascalandreas,2026-08-25 00:46:07,2
3135,760.9,"momoon",nomuraryota,2026-08-24 21:33:47,2
3136,760.9,"ashraf saiyed",ashrafsaiyed58,2026-08-13 13:44:31,2
3137,760.9,"Julian Kerignard",juliankerignard,2026-08-14 14:50:36,2
3138,759.7,"james nazareth",jamesnazareth,2026-08-19 02:13:23,2
3139,759.5,"misaki",dicenull,iroharyo,jinnsou0219,misakima,2026-08-24 10:48:15,2
3140,759.4,"Abdurehman Iqbal",abdurehmaniqbal,2026-08-14 09:13:08,2
3141,759.2,"Luche",henrylucky,2026-08-08 04:23:32,2
3142,758.7,"YDDDDDD999",ydddddd999,2026-08-25 01:28:21,2
3143,758.5,"williams",williams,2026-08-25 00:04:57,2
3144,757.7,"Yogesh2850",yogesh2850,2026-08-17 09:55:08,2
3145,757.2,"Shinzo Takayama",shinzotakayama,2026-08-23 16:33:08,1
3146,757.2,"huanxian chen",huanxiachen,2026-08-11 11:13:05,2
3147,757.1,"kaneko takafumi",kanekotakafumi,2026-08-24 16:55:02,2
3148,756.8,"vlad101",vlad101,2026-08-21 15:10:27,2
3149,756.8,"Andrew Reed",andrewreed,2026-08-25 01:31:36,2
3150,756.0,"Mark_RowSet",markrowset,2026-08-09 05:25:39,2
3151,755.9,"Jana Hagen",janahagen,2026-08-25 00:04:26,2
3152,755.6,"Gautier Fauchart",gautierfauchart,2026-08-12 05:57:21,2
3153,755.6,"ayuma",onthoze,2026-08-03 06:01:01,2
3154,754.4,"Bugra Cinar",bugracnr,2026-08-19 07:51:58,2
3155,754.3,"primal",primalhost,2026-08-12 16:02:29,2
3156,753.9,"yamy893",yamy893,2026-08-22 02:14:20,2
3157,753.9,"Virtute",nameless001,2026-08-22 07:55:37,2
3158,753.3,"Sriram Reddy19",sriramreddy19,2026-08-06 08:40:07,2
3159,753.2,"Jonas Jaku",jonasjaku,2026-08-12 09:44:36,2
3160,752.9,"Julien Trocmé",julientrocm,2026-08-24 12:48:49,2
3161,752.9,"Mahder Tesfaye Abebe",mahdertesfayeabebe,2026-08-08 08:46:36,2
3162,752.4,"BenPalmer59",benpalmer59,2026-08-11 19:16:24,2
3163,752.4,"ChloeeeeY",chloeeeey,2026-08-23 06:17:03,2
3164,751.6,"ingemarieke",ingemarieke,2026-08-21 15:04:53,1
